School Year,Division Number,Division Name,School Number,School Name,Subject,Gender,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,15,Buckingham County ,700,Buckingham County High,Science,F,EOC,SOL,               5,              45,              31,              50,              81,     6.17,    55.56,    38.27,    61.73,  416
2021-2022,15,Buckingham County ,700,Buckingham County High,Science,M,EOC,SOL,               1,              38,              22,              39,              61,     1.64,    62.30,    36.07,    63.93,  408
2021-2022,15,Buckingham County ,721,Buckingham County Middle,Mathematics,F,EOC,SOL,               5,              22,               0,              27,              27,    18.52,    81.48,      .00,100.00,  464
2021-2022,15,Buckingham County ,721,Buckingham County Middle,Mathematics,M,EOC,SOL,               4,              21,               1,              25,              26,    15.38,    80.77,     3.85,    96.15,  448
2021-2022,103,Buena Vista City ,62,Parry McCluer High,English:Reading,F,EOC,SOL,               4,              25,               5,              29,              34,    11.76,    73.53,    14.71,    85.29,  439
2021-2022,103,Buena Vista City ,62,Parry McCluer High,English:Reading,M,EOC,SOL,               6,              26,               7,              32,              39,    15.38,    66.67,    17.95,    82.05,  438
2021-2022,103,Buena Vista City ,62,Parry McCluer High,English:Writing,F,EOC,SOL,               4,              20,              10,              24,              34,    11.76,    58.82,    29.41,    70.59,  426
2021-2022,103,Buena Vista City ,62,Parry McCluer High,English:Writing,M,EOC,SOL,               2,              21,              14,              23,              37,     5.41,    56.76,    37.84,    62.16,  422
2021-2022,103,Buena Vista City ,62,Parry McCluer High,History and Social Science,F,EOC,SOL,               1,              16,              25,              17,              42,     2.38,    38.10,    59.52,    40.48,  389
2021-2022,103,Buena Vista City ,62,Parry McCluer High,History and Social Science,M,EOC,SOL,               1,              26,              29,              27,              56,     1.79,    46.43,    51.79,    48.21,  395
2021-2022,103,Buena Vista City ,62,Parry McCluer High,Mathematics,F,EOC,SOL,               0,              32,               4,              32,              36,      .00,    88.89,    11.11,    88.89,  435
2021-2022,103,Buena Vista City ,62,Parry McCluer High,Mathematics,M,EOC,SOL,               4,              33,              10,              37,              47,     8.51,    70.21,    21.28,    78.72,  438
2021-2022,103,Buena Vista City ,62,Parry McCluer High,Science,F,EOC,SOL,               1,              36,              19,              37,              56,     1.79,    64.29,    33.93,    66.07,  411
2021-2022,103,Buena Vista City ,62,Parry McCluer High,Science,M,EOC,SOL,               4,              45,              24,              49,              73,     5.48,    61.64,    32.88,    67.12,  415
2021-2022,16,Campbell County ,200,Altavista High,English:Reading,F,EOC,SOL,               8,              26,               6,              34,              40,    20.00,    65.00,    15.00,    85.00,  449
2021-2022,16,Campbell County ,200,Altavista High,English:Reading,M,EOC,SOL,              12,              26,               7,              38,              45,    26.67,    57.78,    15.56,    84.44,  451
2021-2022,16,Campbell County ,200,Altavista High,History and Social Science,F,EOC,SOL,               1,              34,              29,              35,              64,     1.56,    53.13,    45.31,    54.69,  404
2021-2022,16,Campbell County ,200,Altavista High,History and Social Science,M,EOC,SOL,               3,              33,              24,              36,              60,     5.00,    55.00,    40.00,    60.00,  418
2021-2022,16,Campbell County ,200,Altavista High,Mathematics,F,EOC,SOL,               0,              51,              21,              51,              72,      .00,    70.83,    29.17,    70.83,  415
2021-2022,16,Campbell County ,200,Altavista High,Mathematics,M,EOC,SOL,               1,              44,              27,              45,              72,     1.39,    61.11,    37.50,    62.50,  407
2021-2022,16,Campbell County ,200,Altavista High,Science,F,EOC,SOL,               0,              51,              44,              51,              95,      .00,    53.68,    46.32,    53.68,  400
2021-2022,16,Campbell County ,200,Altavista High,Science,M,EOC,SOL,               3,              69,              45,              72,             117,     2.56,    58.97,    38.46,    61.54,  406
2021-2022,16,Campbell County ,720,Brookville High,English:Reading,F,EOC,SOL,              18,              70,               4,              88,              92,    19.57,    76.09,     4.35,    95.65,  467
2021-2022,16,Campbell County ,720,Brookville High,English:Reading,M,EOC,SOL,              25,              74,               7,              99,             106,    23.58,    69.81,     6.60,    93.40,  469
2021-2022,16,Campbell County ,720,Brookville High,English:Writing,M,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,16,Campbell County ,720,Brookville High,History and Social Science,F,EOC,SOL,               9,              96,              41,             105,             146,     6.16,    65.75,    28.08,    71.92,  427
2021-2022,16,Campbell County ,720,Brookville High,History and Social Science,M,EOC,SOL,              19,             100,              24,             119,             143,    13.29,    69.93,    16.78,    83.22,  438
2021-2022,16,Campbell County ,720,Brookville High,Mathematics,F,EOC,SOL,               5,             122,               9,             127,             136,     3.68,    89.71,     6.62,    93.38,  435
2021-2022,16,Campbell County ,720,Brookville High,Mathematics,M,EOC,SOL,               3,             119,              15,             122,             137,     2.19,    86.86,    10.95,    89.05,  433
2021-2022,16,Campbell County ,720,Brookville High,Science,F,EOC,SOL,               5,              76,              33,              81,             114,     4.39,    66.67,    28.95,    71.05,  424
2021-2022,16,Campbell County ,720,Brookville High,Science,M,EOC,SOL,              15,              70,              28,              85,             113,    13.27,    61.95,    24.78,    75.22,  431
2021-2022,16,Campbell County ,20,Brookville Middle,History and Social Science,F,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,16,Campbell County ,20,Brookville Middle,History and Social Science,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,16,Campbell County ,20,Brookville Middle,Mathematics,F,EOC,SOL,               5,              42,               2,              47,              49,    10.20,    85.71,     4.08,    95.92,  449
2021-2022,16,Campbell County ,20,Brookville Middle,Mathematics,M,EOC,SOL,               4,              38,               3,              42,              45,     8.89,    84.44,     6.67,    93.33,  441
2021-2022,16,Campbell County ,20,Brookville Middle,Science,F,EOC,SOL,               4,              78,              40,              82,             122,     3.28,    63.93,    32.79,    67.21,  416
2021-2022,16,Campbell County ,20,Brookville Middle,Science,M,EOC,SOL,               9,              82,              32,              91,             123,     7.32,    66.67,    26.02,    73.98,  424
2021-2022,16,Campbell County ,222,Rustburg High,English:Reading,F,EOC,SOL,              17,              78,               7,              95,             102,    16.67,    76.47,     6.86,    93.14,  450
2021-2022,16,Campbell County ,222,Rustburg High,English:Reading,M,EOC,SOL,              23,              58,              13,              81,              94,    24.47,    61.70,    13.83,    86.17,  456
2021-2022,16,Campbell County ,222,Rustburg High,History and Social Science,F,EOC,SOL,               7,              79,              28,              86,             114,     6.14,    69.30,    24.56,    75.44,  426
2021-2022,16,Campbell County ,222,Rustburg High,History and Social Science,M,EOC,SOL,              10,              78,              24,              88,             112,     8.93,    69.64,    21.43,    78.57,  438
2021-2022,16,Campbell County ,222,Rustburg High,Mathematics,F,EOC,SOL,               7,              99,               7,             106,             113,     6.19,    87.61,     6.19,    93.81,  442
2021-2022,16,Campbell County ,222,Rustburg High,Mathematics,M,EOC,SOL,              10,              90,              10,             100,             110,     9.09,    81.82,     9.09,    90.91,  442
2021-2022,16,Campbell County ,222,Rustburg High,Science,F,EOC,SOL,               8,              81,              16,              89,             105,     7.62,    77.14,    15.24,    84.76,  430
2021-2022,16,Campbell County ,222,Rustburg High,Science,M,EOC,SOL,               7,              50,              22,              57,              79,     8.86,    63.29,    27.85,    72.15,  428
2021-2022,16,Campbell County ,211,Rustburg Middle,Mathematics,F,EOC,SOL,               7,              23,               1,              30,              31,    22.58,    74.19,     3.23,    96.77,  472
2021-2022,16,Campbell County ,211,Rustburg Middle,Mathematics,M,EOC,SOL,               9,              27,               0,              36,              36,    25.00,    75.00,      .00,100.00,  481
2021-2022,16,Campbell County ,211,Rustburg Middle,Science,F,EOC,SOL,               3,              60,              31,              63,              94,     3.19,    63.83,    32.98,    67.02,  407
2021-2022,16,Campbell County ,211,Rustburg Middle,Science,M,EOC,SOL,               4,              64,              45,              68,             113,     3.54,    56.64,    39.82,    60.18,  411
2021-2022,16,Campbell County ,542,William Campbell High,English:Reading,F,EOC,SOL,               6,              13,               5,              19,              24,    25.00,    54.17,    20.83,    79.17,  447
2021-2022,16,Campbell County ,542,William Campbell High,English:Reading,M,EOC,SOL,               5,              24,               9,              29,              38,    13.16,    63.16,    23.68,    76.32,  438
2021-2022,16,Campbell County ,542,William Campbell High,History and Social Science,F,EOC,SOL,               0,              16,              10,              16,              26,      .00,    61.54,    38.46,    61.54,  400
2021-2022,16,Campbell County ,542,William Campbell High,History and Social Science,M,EOC,SOL,               2,              22,              20,              24,              44,     4.55,    50.00,    45.45,    54.55,  410
2021-2022,16,Campbell County ,542,William Campbell High,Mathematics,F,EOC,SOL,               0,              29,               9,              29,              38,      .00,    76.32,    23.68,    76.32,  418
2021-2022,16,Campbell County ,542,William Campbell High,Mathematics,M,EOC,SOL,               1,              30,              18,              31,              49,     2.04,    61.22,    36.73,    63.27,  409
2021-2022,16,Campbell County ,542,William Campbell High,Science,F,EOC,SOL,               0,              31,              25,              31,              56,      .00,    55.36,    44.64,    55.36,  399
2021-2022,16,Campbell County ,542,William Campbell High,Science,M,EOC,SOL,               3,              37,              16,              40,              56,     5.36,    66.07,    28.57,    71.43,  412
2021-2022,17,Caroline County ,460,Caroline High,English:Reading,F,EOC,SOL,              28,              88,              26,             116,             142,    19.72,    61.97,    18.31,    81.69,  450
2021-2022,17,Caroline County ,460,Caroline High,English:Reading,M,EOC,SOL,              34,              99,              38,             133,             171,    19.88,    57.89,    22.22,    77.78,  447
2021-2022,17,Caroline County ,460,Caroline High,English:Writing,F,EOC,SOL,              15,              69,              44,              84,             128,    11.72,    53.91,    34.38,    65.63,  426
2021-2022,17,Caroline County ,460,Caroline High,English:Writing,M,EOC,SOL,              19,              86,              56,             105,             161,    11.80,    53.42,    34.78,    65.22,  421
2021-2022,17,Caroline County ,460,Caroline High,History and Social Science,F,EOC,SOL,               1,              67,              87,              68,             155,      .65,    43.23,    56.13,    43.87,  392
2021-2022,17,Caroline County ,460,Caroline High,History and Social Science,M,EOC,SOL,               5,              83,              85,              88,             173,     2.89,    47.98,    49.13,    50.87,  400
2021-2022,17,Caroline County ,460,Caroline High,Mathematics,F,EOC,SOL,               0,             135,              42,             135,             177,      .00,    76.27,    23.73,    76.27,  412
2021-2022,17,Caroline County ,460,Caroline High,Mathematics,M,EOC,SOL,               1,             138,              67,             139,             206,      .49,    66.99,    32.52,    67.48,  409
2021-2022,17,Caroline County ,460,Caroline High,Science,F,EOC,SOL,               2,              93,              61,              95,             156,     1.28,    59.62,    39.10,    60.90,  410
2021-2022,17,Caroline County ,460,Caroline High,Science,M,EOC,SOL,               8,             119,              70,             127,             197,     4.06,    60.41,    35.53,    64.47,  414
2021-2022,17,Caroline County ,450,Caroline Middle,History and Social Science,F,EOC,SOL,               1,              13,              11,              14,              25,     4.00,    52.00,    44.00,    56.00,  386
2021-2022,17,Caroline County ,450,Caroline Middle,History and Social Science,M,EOC,SOL,               5,              18,               9,              23,              32,    15.63,    56.25,    28.13,    71.88,  442
2021-2022,17,Caroline County ,450,Caroline Middle,Mathematics,F,EOC,SOL,               4,              17,               0,              21,              21,    19.05,    80.95,      .00,100.00,  468
2021-2022,17,Caroline County ,450,Caroline Middle,Mathematics,M,EOC,SOL,               4,              30,               0,              34,              34,    11.76,    88.24,      .00,100.00,  452
2021-2022,17,Caroline County ,450,Caroline Middle,Science,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,18,Carroll County ,1230,Carroll County High,English:Reading,F,EOC,SOL,              27,             102,              14,             129,             143,    18.88,    71.33,     9.79,    90.21,  457
2021-2022,18,Carroll County ,1230,Carroll County High,English:Reading,M,EOC,SOL,              28,              81,              35,             109,             144,    19.44,    56.25,    24.31,    75.69,  439
2021-2022,18,Carroll County ,1230,Carroll County High,English:Writing,F,EOC,SOL,              30,              79,              35,             109,             144,    20.83,    54.86,    24.31,    75.69,  443
2021-2022,18,Carroll County ,1230,Carroll County High,English:Writing,M,EOC,SOL,              19,              71,              59,              90,             149,    12.75,    47.65,    39.60,    60.40,  419
2021-2022,18,Carroll County ,1230,Carroll County High,History and Social Science,F,EOC,SOL,               0,               5,              30,               5,              35,      .00,    14.29,    85.71,    14.29,  366
2021-2022,18,Carroll County ,1230,Carroll County High,History and Social Science,M,EOC,SOL,               0,              10,              38,              10,              48,      .00,    20.83,    79.17,    20.83,  371
2021-2022,18,Carroll County ,1230,Carroll County High,Mathematics,F,EOC,SOL,               2,             109,              24,             111,             135,     1.48,    80.74,    17.78,    82.22,  420
2021-2022,18,Carroll County ,1230,Carroll County High,Mathematics,M,EOC,SOL,               2,             113,              28,             115,             143,     1.40,    79.02,    19.58,    80.42,  419
2021-2022,18,Carroll County ,1230,Carroll County High,Science,F,EOC,SOL,              15,             138,              95,             153,             248,     6.05,    55.65,    38.31,    61.69,  414
2021-2022,18,Carroll County ,1230,Carroll County High,Science,M,EOC,SOL,              19,             162,             122,             181,             303,     6.27,    53.47,    40.26,    59.74,  411
2021-2022,18,Carroll County ,450,Carroll County Middle,History and Social Science,F,EOC,SOL,               2,              95,              35,              97,             132,     1.52,    71.97,    26.52,    73.48,  418
2021-2022,18,Carroll County ,450,Carroll County Middle,History and Social Science,M,EOC,SOL,              20,              92,              44,             112,             156,    12.82,    58.97,    28.21,    71.79,  432
2021-2022,18,Carroll County ,450,Carroll County Middle,Mathematics,F,EOC,SOL,              10,              26,               0,              36,              36,    27.78,    72.22,      .00,100.00,  477
2021-2022,18,Carroll County ,450,Carroll County Middle,Mathematics,M,EOC,SOL,               5,              28,               0,              33,              33,    15.15,    84.85,      .00,100.00,  470
2021-2022,19,Charles City County ,100,Charles City County High,English:Reading,F,EOC,SOL,               6,              19,               4,              25,              29,    20.69,    65.52,    13.79,    86.21,  451
2021-2022,19,Charles City County ,100,Charles City County High,English:Reading,M,EOC,SOL,               2,              15,               6,              17,              23,     8.70,    65.22,    26.09,    73.91,  425
2021-2022,19,Charles City County ,100,Charles City County High,English:Writing,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,19,Charles City County ,100,Charles City County High,History and Social Science,F,EOC,SOL,               1,              19,               4,              20,              24,     4.17,    79.17,    16.67,    83.33,  423
2021-2022,19,Charles City County ,100,Charles City County High,History and Social Science,M,EOC,SOL,               0,              12,               7,              12,              19,      .00,    63.16,    36.84,    63.16,  421
2021-2022,19,Charles City County ,100,Charles City County High,Mathematics,F,EOC,SOL,               0,              19,              14,              19,              33,      .00,    57.58,    42.42,    57.58,  405
2021-2022,19,Charles City County ,100,Charles City County High,Mathematics,M,EOC,SOL,               1,               9,              12,              10,              22,     4.55,    40.91,    54.55,    45.45,  390
2021-2022,19,Charles City County ,100,Charles City County High,Science,F,EOC,SOL,               3,              16,               6,              19,              25,    12.00,    64.00,    24.00,    76.00,  428
2021-2022,19,Charles City County ,100,Charles City County High,Science,M,EOC,SOL,               0,              10,              11,              10,              21,      .00,    47.62,    52.38,    47.62,  399
2021-2022,20,Charlotte County ,210,Central Middle,Mathematics,F,EOC,SOL,               2,              12,               0,              14,              14,    14.29,    85.71,      .00,100.00,  477
2021-2022,20,Charlotte County ,210,Central Middle,Mathematics,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  492
2021-2022,20,Charlotte County ,460,Randolph-Henry High,English:Reading,F,EOC,SOL,              17,              34,               4,              51,              55,    30.91,    61.82,     7.27,    92.73,  464
2021-2022,20,Charlotte County ,460,Randolph-Henry High,English:Reading,M,EOC,SOL,              17,              41,               9,              58,              67,    25.37,    61.19,    13.43,    86.57,  453
2021-2022,20,Charlotte County ,460,Randolph-Henry High,English:Writing,F,EOC,SOL,               9,              40,              20,              49,              69,    13.04,    57.97,    28.99,    71.01,  429
2021-2022,20,Charlotte County ,460,Randolph-Henry High,English:Writing,M,EOC,SOL,               4,              31,              29,              35,              64,     6.25,    48.44,    45.31,    54.69,  407
2021-2022,20,Charlotte County ,460,Randolph-Henry High,History and Social Science,F,EOC,SOL,               2,              38,              30,              40,              70,     2.86,    54.29,    42.86,    57.14,  405
2021-2022,20,Charlotte County ,460,Randolph-Henry High,History and Social Science,M,EOC,SOL,               4,              26,              24,              30,              54,     7.41,    48.15,    44.44,    55.56,  407
2021-2022,20,Charlotte County ,460,Randolph-Henry High,Mathematics,F,EOC,SOL,               2,              52,              14,              54,              68,     2.94,    76.47,    20.59,    79.41,  420
2021-2022,20,Charlotte County ,460,Randolph-Henry High,Mathematics,M,EOC,SOL,               1,              38,              10,              39,              49,     2.04,    77.55,    20.41,    79.59,  414
2021-2022,20,Charlotte County ,460,Randolph-Henry High,Science,F,EOC,SOL,               5,              46,              11,              51,              62,     8.06,    74.19,    17.74,    82.26,  434
2021-2022,20,Charlotte County ,460,Randolph-Henry High,Science,M,EOC,SOL,               6,              35,              14,              41,              55,    10.91,    63.64,    25.45,    74.55,  429
2021-2022,104,Charlottesville City ,100,Buford Middle,Mathematics,F,EOC,SOL,              15,              58,               6,              73,              79,    18.99,    73.42,     7.59,    92.41,  458
2021-2022,104,Charlottesville City ,100,Buford Middle,Mathematics,M,EOC,SOL,              15,              62,               8,              77,              85,    17.65,    72.94,     9.41,    90.59,  459
2021-2022,104,Charlottesville City ,140,Charlottesville High,English:Reading,F,EOC,SOL,              55,              65,              25,             120,             145,    37.93,    44.83,    17.24,    82.76,  470
2021-2022,104,Charlottesville City ,140,Charlottesville High,English:Reading,M,EOC,SOL,              41,              65,              25,             106,             131,    31.30,    49.62,    19.08,    80.92,  459
2021-2022,104,Charlottesville City ,140,Charlottesville High,History and Social Science,F,EOC,SOL,              13,             113,              81,             126,             207,     6.28,    54.59,    39.13,    60.87,  417
